"Trgt_Genes"	"Drug_name"	"Drug_chembl_id"
"PDGFRB"	"AMUVATINIB,Anlotinib,AXITINIB,BECAPLERMIN,CDP-860,CEDIRANIB,CEP-2563,CHEMBL120077,CHEMBL1908396,CHEMBL377193,CHEMBL406375,CM-082,CRENOLANIB,DASATINIB,DOVITINIB,ENMD-981693,Famitinib,FORETINIB,ILORASERTIB,IMATINIB,IMATINIB MESYLATE,JI-101,LENVATINIB,LINIFANIB,LUCITANIB,MASITINIB,MIDOSTAURIN,MK-2461,MOTESANIB,NILOTINIB,NINTEDANIB,NINTEDANIB ESYLATE,ORANTINIB,PAZOPANIB,PAZOPANIB HYDROCHLORIDE,PD-0166285 (CHEMBL3545196),PEGPLERANIB SODIUM,PHENOBARBITAL,Puquitinib,QUIZARTINIB,REGORAFENIB,RG-1530,SEMAXANIB,SORAFENIB,SORAFENIB TOSYLATE,SU-014813,SU-11652,SU-14813,SUNITINIB,SUNITINIB MALATE,TAK-593,TANDUTINIB,TELATINIB,TG100-801,VATALANIB,X-82,XL-820,XL-999"	"CHEMBL101253,CHEMBL1200485,CHEMBL120077,CHEMBL1201556,CHEMBL1201733,CHEMBL1230609,CHEMBL124660,CHEMBL1289601,CHEMBL1289926,CHEMBL1336,CHEMBL13485,CHEMBL1421,CHEMBL1567,CHEMBL1642,CHEMBL1721885,CHEMBL1822792,CHEMBL1908391,CHEMBL1908396,CHEMBL1946170,CHEMBL1980297,CHEMBL1980391,CHEMBL2079588,CHEMBL2103851,CHEMBL2105728,CHEMBL2109544,CHEMBL2180604,CHEMBL2220486,CHEMBL223360,CHEMBL255863,CHEMBL274654,CHEMBL276711,CHEMBL3039504,CHEMBL3301576,CHEMBL3545021,CHEMBL3545026,CHEMBL3545088,CHEMBL3545155,CHEMBL3545160,CHEMBL3545196,CHEMBL3545285,CHEMBL3545332,CHEMBL3545401,CHEMBL3545402,CHEMBL3545427,CHEMBL377193,CHEMBL40,CHEMBL403989,CHEMBL406375,CHEMBL477772,CHEMBL491473,CHEMBL502835,CHEMBL522892,CHEMBL52885,CHEMBL535,CHEMBL572881,CHEMBL576982,CHEMBL608533,CHEMBL941"
"PDHA1"	"CHEMBL3186849"	"CHEMBL3186849"
"PDHA2"	"CHEMBL3186849"	"CHEMBL3186849"
"PDHB"	"CHEMBL3186849"	"CHEMBL3186849"
"PDHX"	NA	NA
"PDK1"	"(7S)-HYDROXYL-STAUROSPORINE,AR-12,CHEMBL3186849"	"CHEMBL1650595,CHEMBL3186849,CHEMBL574737"
"PDK2"	"CHEMBL3186849"	"CHEMBL3186849"
"PDK3"	"CHEMBL3186849"	"CHEMBL3186849"
"PDK4"	"CHEMBL3186849"	"CHEMBL3186849"
"PDPK1"	"AR-12,BX-795,CELECOXIB,CHEMBL1236539,CHEMBL1765740"	"CHEMBL118,CHEMBL1236539,CHEMBL1650595,CHEMBL1765740,CHEMBL577784"
"PDYN"	"MORPHINE"	"CHEMBL70"
"PEBP1"	"FLUTAMIDE,STANOLONE"	"CHEMBL27769,CHEMBL806"
"PECAM1"	"RESVERATROL"	"CHEMBL165"
"PEMT"	"AR-20.5,CANTUZUMAB MERTANSINE,CANTUZUMAB RAVTANSINE,huHMFG1,Pemtumomab,SONTUZUMAB"	"CHEMBL1742997,CHEMBL1742998,CHEMBL2108341,CHEMBL2109361,CHEMBL2109364,CHEMBL2109637"
"PER1"	"MELATONIN,MORPHINE"	"CHEMBL45,CHEMBL70"
"PFKFB3"	NA	NA
"PGA3"	"ECABET,Sucralfate"	"CHEMBL2104585,CHEMBL2367706"
"PGA5"	"NAFCILLIN,Sucralfate"	"CHEMBL1443,CHEMBL2367706"
"PGC"	"ECABET,NAFCILLIN"	"CHEMBL1443,CHEMBL2104585"
"PGD"	"PENICILLAMINE,PHENOBARBITAL"	"CHEMBL1430,CHEMBL40"
"PGF"	"AFLIBERCEPT,CHEMBL7261,CONBERCEPT,TB-403"	"CHEMBL1742982,CHEMBL2108313,CHEMBL2109545,CHEMBL7261"
"PGGT1B"	"CHEMBL3218390"	"CHEMBL3218390"
"PGP"	"DOCETAXEL,ETOPOSIDE,PACLITAXEL"	"CHEMBL428647,CHEMBL44657,CHEMBL92"
"PGR"	"ANASTROZOLE,ASOPRISNIL,CHEMBL1390,CHEMBL2311103,CHEMBL407848,DANAZOL,DESOGESTREL,DIENOGEST,DROSPIRENONE,DYDROGESTERONE,ETHYNODIOL DIACETATE,ETONOGESTREL,GESTODENE,HYDROXYPROGESTERONE CAPROATE,LAPATINIB,LETROZOLE,LEVONORGESTREL,LONAPRISAN,MEDROXYPROGESTERONE ACETATE,MEGESTROL ACETATE,MIFEPRISTONE,NORELGESTROMIN,NORETHINDRONE,NORETHINDRONE ACETATE,NORETHYNODREL,NORGESTIMATE,NORGESTREL,ONAPRISTONE,PF-03882845,PF-05019702,PROGESTERONE,PROMEGESTONE,Ribociclib,SIROLIMUS,TAMOXIFEN,TANAPROGET,TELAPRISTONE ACETATE,TOREMIFENE,TRASTUZUMAB,ULIPRISTAL,ULIPRISTAL ACETATE"	"CHEMBL103,CHEMBL1162,CHEMBL1200624,CHEMBL1200807,CHEMBL1200848,CHEMBL1200853,CHEMBL1200934,CHEMBL1201139,CHEMBL1201146,CHEMBL1201585,CHEMBL1201864,CHEMBL1213583,CHEMBL1276308,CHEMBL1387,CHEMBL1389,CHEMBL1390,CHEMBL1399,CHEMBL1444,CHEMBL146032,CHEMBL1479,CHEMBL1509,CHEMBL1531,CHEMBL1533,CHEMBL1655,CHEMBL1908373,CHEMBL196003,CHEMBL2103846,CHEMBL2105694,CHEMBL2107797,CHEMBL2311103,CHEMBL260538,CHEMBL267431,CHEMBL3545110,CHEMBL3545175,CHEMBL3545239,CHEMBL407848,CHEMBL413,CHEMBL539163,CHEMBL554,CHEMBL717,CHEMBL83"
"PGRMC1"	"CHEMBL294144"	"CHEMBL294144"
"PHB2"	NA	NA
"PHEX"	"CALCITRIOL"	"CHEMBL846"
"PHF8"	"CHEMBL2164243"	"CHEMBL2164243"
"PHKG1"	"A-443654"	"CHEMBL379300"
"PHKG2"	"STAUROSPORINE"	"CHEMBL388978"
"PI3"	"PROGESTERONE"	"CHEMBL103"
"PI4K2A"	"ADENOSINE"	"CHEMBL477"
"PI4K2B"	"ADENOSINE"	"CHEMBL477"
"PI4KA"	"PHENYLARSINE OXIDE,WORTMANNIN"	"CHEMBL428496,CHEMBL477683"
"PI4KB"	"CHEMBL1229535,WORTMANNIN"	"CHEMBL1229535,CHEMBL428496"
"PIGF"	"AFLIBERCEPT"	"CHEMBL1742982"
"PIK3C2A"	"ALPELISIB,APITOLISIB,BUPARLISIB,COPANLISIB,DACTOLISIB,GEDATOLISIB,GSK-2636771,PF-04691502,PI-103,PICTILISIB,PILARALISIB (CHEMBL3218575),QUERCETIN,SF-1126,SONOLISIB,VOXTALISIB"	"CHEMBL1234354,CHEMBL1879463,CHEMBL1922094,CHEMBL2017974,CHEMBL2326966,CHEMBL2396661,CHEMBL3188551,CHEMBL3218575,CHEMBL3218576,CHEMBL3545366,CHEMBL411907,CHEMBL50,CHEMBL521851,CHEMBL573339,CHEMBL592445"
"PIK3C2B"	"ALPELISIB,APITOLISIB,BUPARLISIB,COPANLISIB,DACTOLISIB,GEDATOLISIB,GSK-2636771,PF-04691502,PI-103,PICTILISIB,PILARALISIB (CHEMBL3218575),QUERCETIN,SF-1126,SONOLISIB,VOXTALISIB"	"CHEMBL1234354,CHEMBL1879463,CHEMBL1922094,CHEMBL2017974,CHEMBL2326966,CHEMBL2396661,CHEMBL3188551,CHEMBL3218575,CHEMBL3218576,CHEMBL3545366,CHEMBL411907,CHEMBL50,CHEMBL521851,CHEMBL573339,CHEMBL592445"
"PIK3C2G"	"ALPELISIB,APITOLISIB,BUPARLISIB,COPANLISIB,DACTOLISIB,GEDATOLISIB,GSK-2636771,PF-04691502,PI-103,PICTILISIB,PILARALISIB (CHEMBL3218575),QUERCETIN,SF-1126,SONOLISIB,VOXTALISIB"	"CHEMBL1234354,CHEMBL1879463,CHEMBL1922094,CHEMBL2017974,CHEMBL2326966,CHEMBL2396661,CHEMBL3188551,CHEMBL3218575,CHEMBL3218576,CHEMBL3545366,CHEMBL411907,CHEMBL50,CHEMBL521851,CHEMBL573339,CHEMBL592445"
"PIK3C3"	"ALPELISIB,APITOLISIB,BUPARLISIB,COPANLISIB,DACTOLISIB,GEDATOLISIB,GSK-2636771,METAPROTERENOL SULFATE,PF-04691502,PI-103,PICTILISIB,PILARALISIB (CHEMBL3218575),QUERCETIN,SF-1126,SONOLISIB,VOXTALISIB"	"CHEMBL1200812,CHEMBL1234354,CHEMBL1879463,CHEMBL1922094,CHEMBL2017974,CHEMBL2326966,CHEMBL2396661,CHEMBL3188551,CHEMBL3218575,CHEMBL3218576,CHEMBL3545366,CHEMBL411907,CHEMBL50,CHEMBL521851,CHEMBL573339,CHEMBL592445"
"PIK3CA"	"A-443654,Acalisib,AEW-541,AFURESERTIB,ALPELISIB,ALVOCIDIB,AMG-319,APITOLISIB,ARQ-092,AT-13148,AZD-5363,AZD-6482,AZD-8055,AZD-8186,BAY-1082439,BAY-1125976,BENZONATATE,BEVACIZUMAB,BGT-226 (CHEMBL3545096),BORTEZOMIB,BUPARLISIB,BUPARLISIB HYDROCHLORIDE,CABOZANTINIB,CAMPTOTHECIN,CANDICIDIN,CAPECITABINE,CARBOPLATIN,CC-223,CETUXIMAB,CHEMBL1081312,CHEMBL1086377,CHEMBL1231533,CHEMBL126955,CHEMBL1765740,CHEMBL263664,CHEMBL376408,CHEMBL428462,CHEMBL568150,CHEMBL589258,COBIMETINIB,COPANLISIB,CUDC-907,DABRAFENIB,DACTOLISIB,DASATINIB,DEGUELIN,DEMCIZUMAB,DOXORUBICIN,DS-7423,DUVELISIB,ETRETINATE,EVEROLIMUS,FLOXURIDINE,FLUOROURACIL,FULVESTRANT,GEDATOLISIB,GEMCITABINE,GSK-1059615,GSK-2636771,HERBIMYCIN,IDELALISIB,INDOLE-3-CARBINOL,INFIGRATINIB,INK-1117,INK-128,IPATASERTIB,IRINOTECAN,LAPATINIB,LETROZOLE,LINSITINIB,LUCITANIB,LY-2780301,LY-294002,LY-3023414,METFORMIN,MIDOSTAURIN,MILTEFOSINE,MK-2206,MLN-1117,MSC-2363318A,NAVITOCLAX,NERATINIB,OLAPARIB,OMIPALISIB,OSI-027,OXAZEPAM,PA-799,PACLITAXEL,PALBOCICLIB,PANITUMUMAB,Panulisib,PD-0325901,PERIFOSINE,PERTUZUMAB,PF-04691502,PHENMETRAZINE,PI-103,PICTILISIB,PILARALISIB (CHEMBL3218575),PILARALISIB (CHEMBL3360203),PIMASERTIB,PKI-179,PONATINIB,PRASTERONE,Puquitinib,PWT-33579,PWT-33587,QUERCETIN,RALOXIFENE,RECILISIB,REGORAFENIB,REGRAMOSTIM,RESVERATROL,RG-7666,Ribociclib,RIDAFOROLIMUS,RIGOSERTIB,SAR-260301,SELUMETINIB,SF-1126,SIROLIMUS,SONOLISIB,SORAFENIB,STREPTOZOTOCIN,SULINDAC,SURAMIN,TAK-733,TAMOXIFEN,TASELISIB,TEMSIROLIMUS,TG100-115,TOPOTECAN,TORIN1,TRAMETINIB,TRASTUZUMAB,TRASTUZUMAB EMTANSINE,U-0126,UPROSERTIB,VEMURAFENIB,VENETOCLAX,VINCRISTINE,VOXTALISIB,VS-5584,WORTMANNIN,WX-037,YOHIMBINE,ZINC SULFATE,ZSTK-474"	"CHEMBL100473,CHEMBL1079175,CHEMBL1079593,CHEMBL1081312,CHEMBL1086377,CHEMBL1091644,CHEMBL1171837,CHEMBL1200647,CHEMBL1200929,CHEMBL1201182,CHEMBL1201208,CHEMBL1201577,CHEMBL1201583,CHEMBL1201585,CHEMBL1201827,CHEMBL1229517,CHEMBL1231533,CHEMBL1234354,CHEMBL1236962,CHEMBL1241855,CHEMBL125,CHEMBL1256459,CHEMBL1258517,CHEMBL126955,CHEMBL1336,CHEMBL1351,CHEMBL1358,CHEMBL1374379,CHEMBL1421,CHEMBL1431,CHEMBL1444,CHEMBL15245,CHEMBL155625,CHEMBL15770,CHEMBL1614701,CHEMBL1615025,CHEMBL165,CHEMBL1651906,CHEMBL1684984,CHEMBL1743082,CHEMBL1765740,CHEMBL1773,CHEMBL180022,CHEMBL1801204,CHEMBL185,CHEMBL1852688,CHEMBL1879463,CHEMBL189963,CHEMBL1908360,CHEMBL1922094,CHEMBL1946170,CHEMBL2007641,CHEMBL2017974,CHEMBL2028663,CHEMBL2103839,CHEMBL2103875,CHEMBL2105717,CHEMBL2107832,CHEMBL2107881,CHEMBL2109384,CHEMBL2146883,CHEMBL2165191,CHEMBL2177390,CHEMBL2178577,CHEMBL2216870,CHEMBL2219421,CHEMBL2219422,CHEMBL2220486,CHEMBL230011,CHEMBL2326966,CHEMBL2364604,CHEMBL2387080,CHEMBL2396661,CHEMBL263664,CHEMBL265502,CHEMBL3039502,CHEMBL3120215,CHEMBL3137309,CHEMBL3137336,CHEMBL3188551,CHEMBL3218575,CHEMBL3218576,CHEMBL325041,CHEMBL3360203,CHEMBL3544960,CHEMBL3544966,CHEMBL3544999,CHEMBL3545003,CHEMBL3545006,CHEMBL3545008,CHEMBL3545048,CHEMBL3545049,CHEMBL3545052,CHEMBL3545055,CHEMBL3545056,CHEMBL3545088,CHEMBL3545096,CHEMBL3545110,CHEMBL3545134,CHEMBL3545151,CHEMBL3545245,CHEMBL3545248,CHEMBL3545322,CHEMBL3545323,CHEMBL3545324,CHEMBL3545366,CHEMBL3545379,CHEMBL3545385,CHEMBL3545397,CHEMBL3545422,CHEMBL3545424,CHEMBL372764,CHEMBL376408,CHEMBL379300,CHEMBL393417,CHEMBL411907,CHEMBL413,CHEMBL428462,CHEMBL428496,CHEMBL428647,CHEMBL428690,CHEMBL443684,CHEMBL464,CHEMBL479533,CHEMBL481,CHEMBL50,CHEMBL507361,CHEMBL521686,CHEMBL521851,CHEMBL53463,CHEMBL551064,CHEMBL554,CHEMBL568,CHEMBL568150,CHEMBL573339,CHEMBL586701,CHEMBL589258,CHEMBL592445,CHEMBL608533,CHEMBL65,CHEMBL81,CHEMBL83,CHEMBL84,CHEMBL888,CHEMBL90555,CHEMBL90593,CHEMBL917,CHEMBL98350"
"PIK3CB"	"ALPELISIB,ALVOCIDIB,AMG-319,APITOLISIB,AZD-6482,AZD-8186,BAY-1082439,BGT-226 (CHEMBL3545096),BUPARLISIB,BUPARLISIB HYDROCHLORIDE,CAMPTOTHECIN,CANDICIDIN,CHEMBL1081312,CHEMBL1086377,CHEMBL568150,COPANLISIB,CUDC-907,DACTINOMYCIN,DACTOLISIB,DOXORUBICIN,DS-7423,DUVELISIB,EPINEPHRINE,ETRETINATE,GEDATOLISIB,GSK-1059615,GSK-2636771,IDELALISIB,INDOLE-3-CARBINOL,LOVASTATIN,LY-294002,LY-3023414,MIDOSTAURIN,NANDROLONE PHENPROPIONATE,OCTREOTIDE,OMIPALISIB,OXAZEPAM,PA-799,Panulisib,PF-04691502,PHENMETRAZINE,PI-103,PICTILISIB,PILARALISIB (CHEMBL3218575),PILARALISIB (CHEMBL3360203),PRASTERONE,PROGESTERONE,Puquitinib,PWT-33587,QUERCETIN,RECILISIB,RG-7666,RIGOSERTIB,RUTIN,SAR-260301,SF-1126,SONOLISIB,SURAMIN,TASELISIB,TG100-115,TROGLITAZONE,VOXTALISIB,VS-5584,WX-037,YOHIMBINE,ZINC SULFATE,ZSTK-474"	"CHEMBL103,CHEMBL1079593,CHEMBL1081312,CHEMBL1086377,CHEMBL1200412,CHEMBL1200647,CHEMBL1200929,CHEMBL1201208,CHEMBL1234354,CHEMBL1236962,CHEMBL1241855,CHEMBL15245,CHEMBL1554,CHEMBL155625,CHEMBL1680,CHEMBL1684984,CHEMBL1879463,CHEMBL1922094,CHEMBL2017974,CHEMBL2165191,CHEMBL2216870,CHEMBL2219421,CHEMBL226335,CHEMBL230011,CHEMBL2326966,CHEMBL2364604,CHEMBL2387080,CHEMBL2396661,CHEMBL265502,CHEMBL3039502,CHEMBL3188551,CHEMBL3218575,CHEMBL3218576,CHEMBL3360203,CHEMBL3544966,CHEMBL3544999,CHEMBL3545006,CHEMBL3545008,CHEMBL3545048,CHEMBL3545052,CHEMBL3545088,CHEMBL3545096,CHEMBL3545245,CHEMBL3545248,CHEMBL3545322,CHEMBL3545324,CHEMBL3545366,CHEMBL3545385,CHEMBL3545424,CHEMBL408,CHEMBL411907,CHEMBL428690,CHEMBL464,CHEMBL50,CHEMBL503,CHEMBL521851,CHEMBL53463,CHEMBL568,CHEMBL568150,CHEMBL573339,CHEMBL586701,CHEMBL592445,CHEMBL608533,CHEMBL65,CHEMBL679,CHEMBL90593,CHEMBL98350"
"PIK3CD"	"Acalisib,ALPELISIB,AMG-319,APITOLISIB,AZD-6482,AZD-8186,BGT-226 (CHEMBL3545096),BUPARLISIB,BUPARLISIB HYDROCHLORIDE,CAL-263,CANDICIDIN,CHEMBL1081312,CHEMBL1086377,CHEMBL568150,COPANLISIB,CUDC-907,DACTOLISIB,DS-7423,DUVELISIB,GEDATOLISIB,GSK-1059615,GSK-2269557,GSK-2636771,IDELALISIB,INCB-040093,INCB-40093,INK-128,LY-294002,LY-3023414,ME-401,OMIPALISIB,OXAZEPAM,PA-799,Panulisib,PF-04691502,PHENMETRAZINE,PI-103,PICTILISIB,PILARALISIB (CHEMBL3218575),PILARALISIB (CHEMBL3360203),Puquitinib,PWT-33587,QUERCETIN,RECILISIB,RG-7666,RIGOSERTIB,RP-6530,SF-1126,SONOLISIB,TASELISIB,TG100-115,TGR-1202,VOXTALISIB,VS-5584,WX-037,YOHIMBINE,ZSTK-474"	"CHEMBL1079593,CHEMBL1081312,CHEMBL1086377,CHEMBL1200647,CHEMBL1201208,CHEMBL1234354,CHEMBL1236962,CHEMBL1241855,CHEMBL15245,CHEMBL1684984,CHEMBL1879463,CHEMBL1922094,CHEMBL2017974,CHEMBL2165191,CHEMBL2216870,CHEMBL2219421,CHEMBL230011,CHEMBL2326966,CHEMBL2364604,CHEMBL2387080,CHEMBL2396661,CHEMBL3039502,CHEMBL3188551,CHEMBL3218575,CHEMBL3218576,CHEMBL3360203,CHEMBL3544966,CHEMBL3544999,CHEMBL3545006,CHEMBL3545048,CHEMBL3545052,CHEMBL3545054,CHEMBL3545056,CHEMBL3545088,CHEMBL3545096,CHEMBL3545112,CHEMBL3545141,CHEMBL3545205,CHEMBL3545247,CHEMBL3545248,CHEMBL3545250,CHEMBL3545267,CHEMBL3545322,CHEMBL3545324,CHEMBL3545366,CHEMBL3545385,CHEMBL3545397,CHEMBL3545424,CHEMBL411907,CHEMBL50,CHEMBL521851,CHEMBL568,CHEMBL568150,CHEMBL573339,CHEMBL586701,CHEMBL592445,CHEMBL98350"
"PIK3CG"	"ALBUMIN HUMAN,ALPELISIB,AMG-319,APITOLISIB,ATORVASTATIN,AZD-6482,AZD-8186,BEVACIZUMAB,BGT-226 (CHEMBL3545096),BORTEZOMIB,BUPARLISIB,BUPARLISIB HYDROCHLORIDE,CAL-263,CANDICIDIN,CAPTOPRIL,CHEMBL1081312,CHEMBL1086377,CHEMBL1231533,CHEMBL2064571,CHEMBL568150,CLOZAPINE,COLCHICINE,COPANLISIB,CUDC-907,CYCLOSPORINE,DACTOLISIB,DAIDZEIN,DOXORUBICIN,DS-7423,DUVELISIB,EMODIN,ESTRONE,ETRETINATE,FILGRASTIM,FLUDARABINE,FULVESTRANT,GEDATOLISIB,GLUCAGON,GSK-1059615,GSK-2636771,HEPARIN,HYDROGEN PEROXIDE,IDELALISIB,INDOLE-3-CARBINOL,INK-128,IONOMYCIN,ISOPROTERENOL,LACTOSE, ANHYDROUS,LIOTHYRONINE SODIUM,LOVASTATIN,LY-294002,LY-3023414,MANNITOL,MELATONIN,MYCOPHENOLIC ACID,NANDROLONE PHENPROPIONATE,NEOMYCIN,OCTREOTIDE,OMIPALISIB,OXAZEPAM,PA-799,PACLITAXEL,Panulisib,PF-04691502,PHENMETRAZINE,PHENYLEPHRINE,PHORBOL MYRISTATE ACETATE,PI-103,PICEATANNOL,PICTILISIB,PILARALISIB (CHEMBL3218575),PILARALISIB (CHEMBL3360203),PROGESTERONE,Puquitinib,PWT-33587,PYROXAMIDE,QUERCETIN,RALOXIFENE,RAVIDASVIR,RECILISIB,RG-7666,RIZATRIPTAN,ROSIGLITAZONE,RP-6530,SF-1126,SIMVASTATIN,SONOLISIB,SULFORAPHANE,TASELISIB,TG100-115,THYROTROPIN,TRASTUZUMAB,TROGLITAZONE,VINCRISTINE,VOXTALISIB,VS-5584,WX-037,YOHIMBINE,ZINC SULFATE,ZSTK-474"	"CHEMBL103,CHEMBL1064,CHEMBL107,CHEMBL1079593,CHEMBL1081312,CHEMBL1086377,CHEMBL1200412,CHEMBL1200647,CHEMBL1200929,CHEMBL1201119,CHEMBL1201208,CHEMBL1201451,CHEMBL1201532,CHEMBL1201567,CHEMBL1201583,CHEMBL1201585,CHEMBL121,CHEMBL1215,CHEMBL1231533,CHEMBL1234354,CHEMBL1236962,CHEMBL1358,CHEMBL1405,CHEMBL1487,CHEMBL15245,CHEMBL155625,CHEMBL1560,CHEMBL1568,CHEMBL160,CHEMBL1680,CHEMBL1684984,CHEMBL184618,CHEMBL1879463,CHEMBL1909300,CHEMBL1922094,CHEMBL2017974,CHEMBL2064571,CHEMBL2165191,CHEMBL2216870,CHEMBL2219421,CHEMBL230011,CHEMBL2326966,CHEMBL2364604,CHEMBL2387080,CHEMBL2396661,CHEMBL266481,CHEMBL279115,CHEMBL289277,CHEMBL3039502,CHEMBL3121849,CHEMBL3188551,CHEMBL3218575,CHEMBL3218576,CHEMBL325041,CHEMBL3360203,CHEMBL353581,CHEMBL3544966,CHEMBL3544999,CHEMBL3545006,CHEMBL3545048,CHEMBL3545052,CHEMBL3545056,CHEMBL3545088,CHEMBL3545096,CHEMBL3545141,CHEMBL3545247,CHEMBL3545248,CHEMBL3545322,CHEMBL3545324,CHEMBL3545366,CHEMBL3545385,CHEMBL3545424,CHEMBL408,CHEMBL411907,CHEMBL417016,CHEMBL42,CHEMBL428647,CHEMBL434,CHEMBL45,CHEMBL464,CHEMBL48802,CHEMBL50,CHEMBL501617,CHEMBL503,CHEMBL521851,CHEMBL53463,CHEMBL568,CHEMBL568150,CHEMBL573339,CHEMBL586701,CHEMBL592445,CHEMBL689,CHEMBL69863,CHEMBL71595,CHEMBL81,CHEMBL8145,CHEMBL866,CHEMBL905,CHEMBL90555,CHEMBL98350"
"PIK3R1"	"ALPELISIB,APITOLISIB,AZD-6482,BGT-226 (CHEMBL3545096),BUPARLISIB,BUPARLISIB HYDROCHLORIDE,COPANLISIB,DACTOLISIB,DS-7423,GEDATOLISIB,GSK-1059615,GSK-2636771,LY-3023414,OMIPALISIB,PA-799,Panulisib,PF-04691502,PI-103,PICTILISIB,PILARALISIB (CHEMBL3218575),PILARALISIB (CHEMBL3360203),Puquitinib,PWT-33587,QUERCETIN,RECILISIB,RG-7666,SF-1126,SONOLISIB,TASELISIB,VOXTALISIB,VS-5584,WX-037,ZSTK-474"	"CHEMBL1079593,CHEMBL1234354,CHEMBL1236962,CHEMBL1684984,CHEMBL1879463,CHEMBL1922094,CHEMBL2017974,CHEMBL2165191,CHEMBL2219421,CHEMBL2326966,CHEMBL2364604,CHEMBL2387080,CHEMBL2396661,CHEMBL3188551,CHEMBL3218575,CHEMBL3218576,CHEMBL3360203,CHEMBL3544966,CHEMBL3544999,CHEMBL3545006,CHEMBL3545088,CHEMBL3545096,CHEMBL3545248,CHEMBL3545322,CHEMBL3545324,CHEMBL3545366,CHEMBL3545385,CHEMBL411907,CHEMBL50,CHEMBL521851,CHEMBL573339,CHEMBL586701,CHEMBL592445"
"PIK3R2"	"ALPELISIB,APITOLISIB,AZD-6482,BGT-226 (CHEMBL3545096),BUPARLISIB,BUPARLISIB HYDROCHLORIDE,COPANLISIB,DACTOLISIB,DS-7423,GEDATOLISIB,GSK-1059615,GSK-2636771,LY-3023414,OMIPALISIB,PA-799,Panulisib,PF-04691502,PI-103,PICTILISIB,PILARALISIB (CHEMBL3218575),PILARALISIB (CHEMBL3360203),Puquitinib,PWT-33587,QUERCETIN,RECILISIB,RG-7666,SF-1126,SONOLISIB,TASELISIB,VOXTALISIB,VS-5584,WX-037,ZSTK-474"	"CHEMBL1079593,CHEMBL1234354,CHEMBL1236962,CHEMBL1684984,CHEMBL1879463,CHEMBL1922094,CHEMBL2017974,CHEMBL2165191,CHEMBL2219421,CHEMBL2326966,CHEMBL2364604,CHEMBL2387080,CHEMBL2396661,CHEMBL3188551,CHEMBL3218575,CHEMBL3218576,CHEMBL3360203,CHEMBL3544966,CHEMBL3544999,CHEMBL3545006,CHEMBL3545088,CHEMBL3545096,CHEMBL3545248,CHEMBL3545322,CHEMBL3545324,CHEMBL3545366,CHEMBL3545385,CHEMBL411907,CHEMBL50,CHEMBL521851,CHEMBL573339,CHEMBL586701,CHEMBL592445"
"PIK3R3"	"ALPELISIB,APITOLISIB,AZD-6482,BGT-226 (CHEMBL3545096),BUPARLISIB,BUPARLISIB HYDROCHLORIDE,COPANLISIB,DACTOLISIB,DS-7423,GEDATOLISIB,GSK-1059615,GSK-2636771,LY-3023414,OMIPALISIB,PA-799,Panulisib,PF-04691502,PI-103,PICTILISIB,PILARALISIB (CHEMBL3218575),PILARALISIB (CHEMBL3360203),Puquitinib,PWT-33587,QUERCETIN,RECILISIB,RG-7666,SF-1126,SONOLISIB,TASELISIB,VOXTALISIB,VS-5584,WX-037,ZSTK-474"	"CHEMBL1079593,CHEMBL1234354,CHEMBL1236962,CHEMBL1684984,CHEMBL1879463,CHEMBL1922094,CHEMBL2017974,CHEMBL2165191,CHEMBL2219421,CHEMBL2326966,CHEMBL2364604,CHEMBL2387080,CHEMBL2396661,CHEMBL3188551,CHEMBL3218575,CHEMBL3218576,CHEMBL3360203,CHEMBL3544966,CHEMBL3544999,CHEMBL3545006,CHEMBL3545088,CHEMBL3545096,CHEMBL3545248,CHEMBL3545322,CHEMBL3545324,CHEMBL3545366,CHEMBL3545385,CHEMBL411907,CHEMBL50,CHEMBL521851,CHEMBL573339,CHEMBL586701,CHEMBL592445"
"PIK3R4"	"ALPELISIB,APITOLISIB,BUPARLISIB,BUPARLISIB HYDROCHLORIDE,COPANLISIB,DACTOLISIB,GEDATOLISIB,GSK-2636771,OMIPALISIB,PF-04691502,PI-103,PICTILISIB,PILARALISIB (CHEMBL3218575),QUERCETIN,SF-1126,SONOLISIB,VOXTALISIB"	"CHEMBL1234354,CHEMBL1236962,CHEMBL1879463,CHEMBL1922094,CHEMBL2017974,CHEMBL2326966,CHEMBL2364604,CHEMBL2396661,CHEMBL3188551,CHEMBL3218575,CHEMBL3218576,CHEMBL3545366,CHEMBL411907,CHEMBL50,CHEMBL521851,CHEMBL573339,CHEMBL592445"
